date;heure;CO;PM25;PM10;O3;NO2
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
15/06/2019;1;0;10;13;45;35
15/06/2019;2;0;9;13;45;29
15/06/2019;3;0;9;12;39;25
15/06/2019;4;0;9;9;44;18
15/06/2019;5;0;8;9;39;23
15/06/2019;6;0;n/d;6;38;26
15/06/2019;7;0;8;8;42;25
15/06/2019;8;0;7;11;52;23
15/06/2019;9;0;6;11;67;16
15/06/2019;10;0;7;10;72;14
15/06/2019;11;0;5;8;74;12
15/06/2019;12;0;n/d;3;73;12
15/06/2019;13;0;6;6;76;12
15/06/2019;14;0;10;11;77;14
15/06/2019;15;0;7;8;72;18
15/06/2019;16;0;6;10;69;20
15/06/2019;17;0;7;12;69;22
15/06/2019;18;0;10;13;66;25
15/06/2019;19;0;7;13;68;23
15/06/2019;20;0;9;12;67;25
15/06/2019;21;0;9;15;62;26
15/06/2019;22;0;10;13;57;25
15/06/2019;23;0;9;12;57;19
15/06/2019;24;0;8;9;50;19
16/06/2019;1;0;7;8;50;16
16/06/2019;2;0;6;8;50;12
16/06/2019;3;0;4;10;48;12
16/06/2019;4;0;5;9;49;10
16/06/2019;5;0;7;9;47;12
16/06/2019;6;0;7;11;48;10
16/06/2019;7;0;8;10;48;9
16/06/2019;8;0;7;11;49;9
16/06/2019;9;0;7;10;54;9
16/06/2019;10;0;8;9;57;9
16/06/2019;11;0;8;11;53;15
16/06/2019;12;0;8;8;56;12
16/06/2019;13;0;8;13;51;15
16/06/2019;14;0;6;11;55;10
16/06/2019;15;0;8;11;54;14
16/06/2019;16;0;9;11;55;14
16/06/2019;17;0;9;13;54;19
16/06/2019;18;0;8;12;51;20
16/06/2019;19;0;9;14;50;20
16/06/2019;20;0;9;12;40;32
16/06/2019;21;0;10;11;28;43
16/06/2019;22;0;9;14;22;47
16/06/2019;23;0;10;14;17;53
16/06/2019;24;0;10;12;14;53
17/06/2019;1;0;9;12;9;57
17/06/2019;2;0;13;17;2;62
17/06/2019;3;0;13;18;2;56
17/06/2019;4;0;14;19;2;51
17/06/2019;5;0;12;21;3;50
17/06/2019;6;0;13;21;5;59
17/06/2019;7;0;16;27;9;64
17/06/2019;8;0;n/d;n/d;n/d;49
17/06/2019;9;0;n/d;n/d;37;34
17/06/2019;10;0;10;n/d;47;26
17/06/2019;11;0;12;21;59;21
17/06/2019;12;0;10;15;69;19
17/06/2019;13;0;8;14;73;22
17/06/2019;14;0;7;18;83;21
17/06/2019;15;0;10;21;83;24
17/06/2019;16;0;10;33;85;23
17/06/2019;17;0;9;28;71;35
17/06/2019;18;0;7;13;63;37
17/06/2019;19;0;8;12;56;33
17/06/2019;20;0;10;14;46;35
17/06/2019;21;0;9;14;36;44
17/06/2019;22;0;11;17;13;66
17/06/2019;23;0;15;20;7;70
17/06/2019;24;0;14;20;3;71
18/06/2019;1;0;13;20;7;66
18/06/2019;2;0;11;16;11;55
18/06/2019;3;0;13;21;14;44
18/06/2019;4;0;9;15;24;27
18/06/2019;5;0;10;16;29;31
18/06/2019;6;0;10;17;15;44
18/06/2019;7;0;14;24;10;56
18/06/2019;8;0;15;33;11;63
18/06/2019;9;0;18;38;20;66
18/06/2019;10;0;18;39;46;53
18/06/2019;11;0;15;43;73;38
18/06/2019;12;0;15;n/d;97;29
18/06/2019;13;0;16;n/d;95;32
18/06/2019;14;0;14;n/d;102;26
18/06/2019;15;0;9;26;100;24
18/06/2019;16;0;9;22;92;30
18/06/2019;17;0;9;17;89;32
18/06/2019;18;0;9;18;90;28
18/06/2019;19;0;12;17;94;20
18/06/2019;20;0;12;16;85;25
18/06/2019;21;0;15;18;78;25
18/06/2019;22;0;13;16;67;32
18/06/2019;23;0;11;17;56;35
18/06/2019;24;0;11;17;64;24
19/06/2019;1;0;12;18;53;27
19/06/2019;2;0;12;17;54;22
19/06/2019;3;0;11;17;47;26
19/06/2019;4;0;11;15;56;24
19/06/2019;5;0;12;19;72;27
19/06/2019;6;0;12;18;62;37
19/06/2019;7;0;8;18;63;51
19/06/2019;8;0;13;31;66;57
19/06/2019;9;0;14;33;85;39
19/06/2019;10;0;12;n/d;78;40
19/06/2019;11;n/d;23;n/d;85;30
19/06/2019;12;n/d;24;n/d;81;25
19/06/2019;13;n/d;n/d;n/d;73;26
19/06/2019;14;0;n/d;n/d;72;24
19/06/2019;15;0;9;17;73;24
19/06/2019;16;0;7;16;69;26
19/06/2019;17;0;10;15;71;23
19/06/2019;18;0;7;11;65;24
19/06/2019;19;0;5;17;49;34
19/06/2019;20;0;10;11;43;37
19/06/2019;21;0;10;14;48;29
19/06/2019;22;0;10;14;55;26
19/06/2019;23;0;10;11;65;22
19/06/2019;24;0;10;11;66;19
20/06/2019;1;0;10;10;63;15
20/06/2019;2;0;11;10;68;12
20/06/2019;3;0;10;11;65;11
20/06/2019;4;0;8;8;68;10
20/06/2019;5;0;9;8;49;18
20/06/2019;6;0;8;9;40;28
20/06/2019;7;0;7;5;37;27
20/06/2019;8;0;10;14;25;36
20/06/2019;9;0;17;n/d;31;33
20/06/2019;10;0;16;n/d;40;29
20/06/2019;11;0;12;19;55;20
20/06/2019;12;0;11;19;60;17
20/06/2019;13;0;11;20;57;19
20/06/2019;14;0;11;18;57;17
20/06/2019;15;0;8;13;52;20
20/06/2019;16;0;9;13;54;23
20/06/2019;17;0;9;12;65;17
20/06/2019;18;0;8;13;73;14
20/06/2019;19;0;10;11;73;17
20/06/2019;20;0;9;12;75;20
20/06/2019;21;0;10;13;72;22
20/06/2019;22;0;10;14;67;20
20/06/2019;23;0;8;13;62;21
20/06/2019;24;0;9;10;60;19
21/06/2019;1;0;7;10;60;18
21/06/2019;2;0;6;9;60;16
21/06/2019;3;0;6;10;54;17
21/06/2019;4;0;7;12;53;18
21/06/2019;5;0;6;11;42;30
21/06/2019;6;0;6;12;46;32
21/06/2019;7;0;7;15;48;31
21/06/2019;8;0;8;26;51;29
21/06/2019;9;0;7;12;55;24
21/06/2019;10;0;8;14;62;21
21/06/2019;11;0;9;17;75;17
21/06/2019;12;0;8;14;80;16
21/06/2019;13;0;7;12;82;17
21/06/2019;14;0;8;12;80;15
21/06/2019;15;0;6;7;79;17
21/06/2019;16;0;6;11;80;16
21/06/2019;17;0;7;12;76;20
21/06/2019;18;0;5;10;71;18
21/06/2019;19;0;7;12;63;18
21/06/2019;20;0;9;13;61;20
21/06/2019;21;0;10;16;60;19
21/06/2019;22;0;11;13;51;23
21/06/2019;23;0;11;15;43;27
21/06/2019;24;0;8;14;44;25
22/06/2019;1;0;6;10;43;25
22/06/2019;2;0;5;8;46;20
22/06/2019;3;0;6;11;45;20
22/06/2019;4;0;6;11;40;22
22/06/2019;5;0;8;12;33;27
22/06/2019;6;0;8;13;34;28
22/06/2019;7;0;9;17;39;26
22/06/2019;8;0;9;18;48;25
22/06/2019;9;0;13;20;66;21
22/06/2019;10;0;12;19;81;14
22/06/2019;11;0;11;16;90;11
22/06/2019;12;0;8;13;97;10
22/06/2019;13;0;8;15;101;11
22/06/2019;14;0;7;10;106;13
22/06/2019;15;0;8;9;111;11
22/06/2019;16;0;9;12;109;11
22/06/2019;17;0;11;15;105;13
22/06/2019;18;0;12;17;98;17
22/06/2019;19;0;12;18;96;19
22/06/2019;20;0;12;18;92;20
22/06/2019;21;0;14;16;76;30
22/06/2019;22;0;16;18;69;37
22/06/2019;23;0;16;21;63;44
22/06/2019;24;0;17;20;65;42
23/06/2019;1;0;17;21;67;36
23/06/2019;2;0;16;21;71;28
23/06/2019;3;0;16;21;63;27
23/06/2019;4;0;17;22;58;28
23/06/2019;5;0;20;26;59;26
23/06/2019;6;0;19;22;63;25
23/06/2019;7;0;16;20;78;18
23/06/2019;8;0;14;20;84;15
23/06/2019;9;0;13;n/d;100;10
23/06/2019;10;0;11;n/d;96;10
23/06/2019;11;0;10;n/d;95;11
23/06/2019;12;0;10;n/d;101;10
23/06/2019;13;0;9;n/d;103;9
23/06/2019;14;0;8;n/d;98;13
23/06/2019;15;0;10;n/d;100;11
23/06/2019;16;0;11;n/d;99;13
23/06/2019;17;0;11;n/d;98;13
23/06/2019;18;0;11;n/d;96;15
23/06/2019;19;0;10;n/d;83;23
23/06/2019;20;0;11;n/d;75;21
23/06/2019;21;0;12;n/d;65;28
23/06/2019;22;0;14;n/d;63;24
23/06/2019;23;0;13;n/d;61;20
23/06/2019;24;0;13;n/d;47;28
24/06/2019;1;0;15;n/d;45;26
24/06/2019;2;0;14;n/d;41;25
24/06/2019;3;0;10;n/d;34;33
24/06/2019;4;0;9;n/d;37;29
24/06/2019;5;0;12;n/d;20;51
24/06/2019;6;0;12;n/d;15;63
24/06/2019;7;0;15;n/d;19;68
24/06/2019;8;0;15;n/d;34;62
24/06/2019;9;0;n/d;n/d;43;66
24/06/2019;10;0;n/d;n/d;65;54
24/06/2019;11;0;16;n/d;69;62
24/06/2019;12;0;19;n/d;98;47
24/06/2019;13;0;19;35;111;33
24/06/2019;14;0;19;32;116;27
24/06/2019;15;0;17;31;126;26
24/06/2019;16;0;15;30;108;22
24/06/2019;17;0;13;27;99;23
24/06/2019;18;0;14;21;99;23
24/06/2019;19;0;15;17;96;23
24/06/2019;20;0;14;16;88;23
24/06/2019;21;0;13;17;74;28
24/06/2019;22;0;12;19;48;42
24/06/2019;23;0;13;17;63;27
24/06/2019;24;0;13;14;69;17
25/06/2019;1;0;11;18;63;19
25/06/2019;2;0;13;16;64;17
25/06/2019;3;0;12;15;58;19
25/06/2019;4;0;12;16;30;35
25/06/2019;5;0;13;21;21;53
25/06/2019;6;0;16;25;14;50
25/06/2019;7;0;19;28;16;49
25/06/2019;8;0;19;35;23;56
25/06/2019;9;0;20;40;45;49
25/06/2019;10;0;19;44;73;37
25/06/2019;11;0;20;34;99;37
25/06/2019;12;0;19;35;111;32
25/06/2019;13;0;21;n/d;113;26
25/06/2019;14;0;19;26;112;25
25/06/2019;15;0;19;27;118;21
25/06/2019;16;0;15;28;114;24
25/06/2019;17;0;14;28;116;26
25/06/2019;18;0;17;28;107;30
25/06/2019;19;0;17;27;97;31
25/06/2019;20;0;19;30;113;31
25/06/2019;21;0;20;33;102;25
25/06/2019;22;0;19;28;94;21
25/06/2019;23;0;20;29;91;23
25/06/2019;24;0;18;29;105;18
26/06/2019;1;0;18;26;98;15
26/06/2019;2;0;21;28;87;14
26/06/2019;3;0;22;29;80;14
26/06/2019;4;0;24;34;72;15
26/06/2019;5;0;26;37;59;29
26/06/2019;6;0;31;44;54;43
26/06/2019;7;0;33;50;59;44
26/06/2019;8;0;33;54;68;41
26/06/2019;9;0;30;49;86;36
26/06/2019;10;0;27;43;96;34
26/06/2019;11;0;24;43;109;28
26/06/2019;12;0;21;37;120;25
26/06/2019;13;0;20;35;123;20
26/06/2019;14;0;22;38;122;19
26/06/2019;15;0;23;39;122;19
26/06/2019;16;0;25;37;125;21
26/06/2019;17;0;25;37;124;22
26/06/2019;18;0;24;39;125;21
26/06/2019;19;0;26;40;128;22
26/06/2019;20;0;29;40;118;23
26/06/2019;21;0;23;35;111;21
26/06/2019;22;0;24;32;122;20
26/06/2019;23;0;28;36;124;23
26/06/2019;24;0;32;42;114;18
27/06/2019;1;0;30;43;95;19
27/06/2019;2;0;26;36;83;17
27/06/2019;3;0;20;30;71;17
27/06/2019;4;0;18;28;61;17
27/06/2019;5;0;17;26;47;28
27/06/2019;6;0;13;25;46;33
27/06/2019;7;0;14;27;49;35
27/06/2019;8;0;14;31;56;32
27/06/2019;9;0;15;32;70;32
27/06/2019;10;0;16;34;85;32
27/06/2019;11;0;18;34;102;28
27/06/2019;12;0;21;34;114;25
27/06/2019;13;0;23;32;122;25
27/06/2019;14;0;20;36;125;26
27/06/2019;15;0;20;33;128;21
27/06/2019;16;0;19;34;125;21
27/06/2019;17;0;17;34;115;23
27/06/2019;18;0;17;31;111;21
27/06/2019;19;0;15;32;102;22
27/06/2019;20;0;11;30;96;22
27/06/2019;21;0;12;22;93;25
27/06/2019;22;0;11;22;95;24
27/06/2019;23;0;11;17;97;22
27/06/2019;24;0;11;19;98;21
28/06/2019;1;0;10;18;103;14
28/06/2019;2;0;9;19;101;13
28/06/2019;3;0;9;18;96;13
28/06/2019;4;0;9;18;90;15
28/06/2019;5;0;9;19;80;23
28/06/2019;6;0;12;22;66;37
28/06/2019;7;0;12;23;67;38
28/06/2019;8;0;13;26;74;34
28/06/2019;9;0;14;27;79;35
28/06/2019;10;0;13;34;94;32
28/06/2019;11;0;13;34;110;30
28/06/2019;12;0;15;28;124;27
28/06/2019;13;0;17;21;136;22
28/06/2019;14;0;14;20;146;20
28/06/2019;15;0;14;19;150;19
28/06/2019;16;0;15;21;146;21
28/06/2019;17;0;13;23;141;22
28/06/2019;18;0;13;24;127;24
28/06/2019;19;0;14;23;109;25
28/06/2019;20;0;13;17;100;28
28/06/2019;21;0;13;18;81;37
28/06/2019;22;0;15;21;77;36
28/06/2019;23;0;15;20;81;30
28/06/2019;24;0;15;20;77;30
29/06/2019;1;0;13;21;78;28
29/06/2019;2;0;n/d;n/d;59;36
29/06/2019;3;0;13;21;56;34
29/06/2019;4;0;16;22;72;27
29/06/2019;5;0;16;22;72;24
29/06/2019;6;0;15;21;81;26
29/06/2019;7;0;14;20;89;25
29/06/2019;8;0;15;23;98;25
29/06/2019;9;0;14;20;111;28
29/06/2019;10;0;13;19;132;23
29/06/2019;11;0;12;19;146;20
29/06/2019;12;0;11;17;144;20
29/06/2019;13;0;11;17;145;24
29/06/2019;14;0;10;16;144;25
29/06/2019;15;0;11;15;134;25
29/06/2019;16;0;12;13;125;16
29/06/2019;17;0;10;11;126;12
29/06/2019;18;0;10;13;125;17
29/06/2019;19;0;12;18;122;19
29/06/2019;20;0;15;22;98;34
29/06/2019;21;0;19;30;72;52
29/06/2019;22;0;20;30;53;73
29/06/2019;23;0;19;30;19;110
29/06/2019;24;0;19;31;29;92
30/06/2019;1;0;17;28;44;58
30/06/2019;2;0;20;25;52;52
30/06/2019;3;0;21;31;103;12
30/06/2019;4;0;23;35;93;12
30/06/2019;5;0;24;36;83;12
30/06/2019;6;0;23;38;79;11
30/06/2019;7;0;21;33;75;12
30/06/2019;8;0;22;29;75;12
30/06/2019;9;0;20;23;76;11
30/06/2019;10;0;16;20;83;9
30/06/2019;11;0;14;17;95;10
30/06/2019;12;0;15;22;107;18
30/06/2019;13;0;16;26;114;18
30/06/2019;14;0;10;28;90;15
30/06/2019;15;0;11;14;77;13
30/06/2019;16;0;9;18;89;13
30/06/2019;17;0;11;21;93;12
30/06/2019;18;0;11;19;92;13
30/06/2019;19;0;12;17;88;14
30/06/2019;20;0;14;15;80;14
30/06/2019;21;0;11;14;69;12
30/06/2019;22;0;6;11;63;12
30/06/2019;23;0;8;9;57;9
30/06/2019;24;0;10;11;60;8
01/07/2019;1;0;7;8;62;7
01/07/2019;2;0;7;7;64;5
01/07/2019;3;0;5;7;63;4
01/07/2019;4;0;4;7;63;5
01/07/2019;5;0;6;7;57;10
01/07/2019;6;0;3;9;47;20
01/07/2019;7;0;5;16;42;28
01/07/2019;8;0;13;27;44;26
01/07/2019;9;0;7;24;45;30
01/07/2019;10;0;2;31;46;26
01/07/2019;11;0;8;30;58;20
01/07/2019;12;0;14;16;63;17
01/07/2019;13;0;12;20;72;14
01/07/2019;14;0;9;20;79;11
01/07/2019;15;0;8;17;81;10
01/07/2019;16;0;9;18;87;12
01/07/2019;17;0;9;21;84;15
01/07/2019;18;0;11;17;91;13
01/07/2019;19;0;12;19;88;12
01/07/2019;20;0;10;16;77;12
01/07/2019;21;0;9;14;66;13
01/07/2019;22;0;7;13;65;11
01/07/2019;23;0;5;13;60;12
01/07/2019;24;0;7;10;63;11
02/07/2019;1;0;5;10;65;8
02/07/2019;2;0;6;11;63;8
02/07/2019;3;0;6;11;62;9
02/07/2019;4;0;7;13;53;16
02/07/2019;5;0;7;13;43;25
02/07/2019;6;0;9;16;32;37
02/07/2019;7;0;10;21;33;43
02/07/2019;8;0;11;28;54;33
02/07/2019;9;0;9;22;62;25
02/07/2019;10;0;9;17;72;20
02/07/2019;11;0;9;16;76;23
02/07/2019;12;0;n/d;20;77;24
02/07/2019;13;0;n/d;19;86;15
02/07/2019;14;0;9;15;90;16
02/07/2019;15;0;8;16;98;15
02/07/2019;16;0;9;16;100;17
02/07/2019;17;0;9;14;100;14
02/07/2019;18;0;8;11;96;15
02/07/2019;19;0;9;15;99;17
02/07/2019;20;0;11;21;98;18
02/07/2019;21;0;12;22;88;21
02/07/2019;22;0;11;20;79;23
02/07/2019;23;0;10;19;70;17
02/07/2019;24;0;10;17;64;15
03/07/2019;1;0;8;14;59;13
03/07/2019;2;0;5;11;54;13
03/07/2019;3;0;5;9;51;13
03/07/2019;4;0;5;6;43;17
03/07/2019;5;0;5;10;31;27
03/07/2019;6;0;6;13;28;31
03/07/2019;7;0;8;19;32;32
03/07/2019;8;0;8;26;40;29
03/07/2019;9;0;7;26;52;25
03/07/2019;10;0;10;24;62;n/d
03/07/2019;11;0;9;23;85;n/d
03/07/2019;12;0;10;24;99;n/d
03/07/2019;13;0;12;24;104;n/d
03/07/2019;14;0;9;22;103;n/d
03/07/2019;15;0;13;18;101;n/d
03/07/2019;16;0;11;21;99;n/d
03/07/2019;17;0;12;20;95;n/d
03/07/2019;18;0;11;21;93;n/d
03/07/2019;19;0;11;21;88;n/d
03/07/2019;20;0;10;21;89;n/d
03/07/2019;21;0;10;20;87;n/d
03/07/2019;22;0;10;18;83;n/d
03/07/2019;23;0;9;17;80;n/d
03/07/2019;24;0;9;17;78;n/d
04/07/2019;1;0;10;18;76;n/d
04/07/2019;2;0;9;16;72;n/d
04/07/2019;3;0;8;13;66;n/d
04/07/2019;4;0;6;12;60;n/d
04/07/2019;5;0;9;15;45;n/d
04/07/2019;6;0;8;18;37;n/d
04/07/2019;7;0;9;22;41;n/d
04/07/2019;8;0;12;20;47;n/d
04/07/2019;9;0;10;21;56;n/d
04/07/2019;10;0;10;26;56;n/d
04/07/2019;11;0;10;24;87;23
04/07/2019;12;0;10;23;105;18
04/07/2019;13;0;9;25;112;17
04/07/2019;14;0;12;19;117;18
04/07/2019;15;0;12;18;115;25
04/07/2019;16;0;13;20;107;29
04/07/2019;17;0;11;19;100;n/d
04/07/2019;18;0;9;17;90;35
04/07/2019;19;0;11;19;92;31
04/07/2019;20;0;12;19;88;29
04/07/2019;21;0;11;18;78;31
04/07/2019;22;0;11;21;77;28
04/07/2019;23;0;11;20;71;29
04/07/2019;24;0;14;23;68;29
05/07/2019;1;0;14;23;64;33
05/07/2019;2;0;13;23;68;30
05/07/2019;3;0;11;23;71;22
05/07/2019;4;0;10;22;62;25
05/07/2019;5;0;12;23;50;39
05/07/2019;6;0;12;28;44;47
05/07/2019;7;0;14;32;42;55
05/07/2019;8;0;17;35;50;61
05/07/2019;9;0;17;33;77;45
05/07/2019;10;0;14;27;89;34
05/07/2019;11;0;15;24;97;28
05/07/2019;12;0;11;19;105;23
05/07/2019;13;0;10;16;110;22
05/07/2019;14;0;9;19;113;22
05/07/2019;15;0;9;18;106;32
05/07/2019;16;0;7;20;102;34
05/07/2019;17;0;7;16;115;31
05/07/2019;18;0;10;17;120;27
05/07/2019;19;0;11;15;116;29
05/07/2019;20;0;11;17;108;29
05/07/2019;21;0;13;18;87;42
05/07/2019;22;0;15;21;75;42
05/07/2019;23;0;13;20;58;53
05/07/2019;24;0;12;24;72;32
06/07/2019;1;0;12;19;78;28
06/07/2019;2;0;11;18;79;21
06/07/2019;3;0;11;20;74;20
06/07/2019;4;0;13;21;59;29
06/07/2019;5;0;15;24;52;36
06/07/2019;6;0;15;26;50;41
06/07/2019;7;0;15;29;53;45
06/07/2019;8;0;16;33;65;41
06/07/2019;9;0;16;28;74;42
06/07/2019;10;0;16;30;87;42
06/07/2019;11;0;16;34;118;36
06/07/2019;12;0;14;31;155;25
06/07/2019;13;0;14;26;166;16
06/07/2019;14;0;13;24;151;15
06/07/2019;15;0;12;21;143;16
06/07/2019;16;0;11;18;135;15
06/07/2019;17;0;11;23;137;17
06/07/2019;18;0;13;25;132;16
06/07/2019;19;0;14;20;126;15
06/07/2019;20;0;12;23;96;16
06/07/2019;21;0;11;18;82;18
06/07/2019;22;0;n/d;n/d;78;18
06/07/2019;23;0;7;12;82;19
06/07/2019;24;0;9;13;83;22
07/07/2019;1;0;11;15;78;20
07/07/2019;2;0;11;15;68;21
07/07/2019;3;0;12;15;56;19
07/07/2019;4;0;11;17;49;17
07/07/2019;5;0;10;14;44;15
07/07/2019;6;0;11;15;38;21
07/07/2019;7;0;14;17;40;18
07/07/2019;8;0;14;16;46;14
07/07/2019;9;0;9;14;56;15
07/07/2019;10;0;9;12;71;16
07/07/2019;11;0;11;13;84;12
07/07/2019;12;0;11;13;99;12
07/07/2019;13;0;15;18;109;10
07/07/2019;14;0;11;25;104;12
07/07/2019;15;0;11;19;95;12
07/07/2019;16;0;13;20;88;12
07/07/2019;17;0;13;16;71;15
07/07/2019;18;0;11;16;66;14
07/07/2019;19;0;9;16;58;17
07/07/2019;20;0;12;16;51;17
07/07/2019;21;0;11;16;49;16
07/07/2019;22;0;11;15;49;19
07/07/2019;23;0;11;16;57;14
07/07/2019;24;0;10;15;61;13
08/07/2019;1;0;9;16;59;10
08/07/2019;2;0;9;15;55;10
08/07/2019;3;0;7;12;55;9
08/07/2019;4;0;7;10;51;13
08/07/2019;5;0;7;13;42;23
08/07/2019;6;0;9;12;34;33
08/07/2019;7;0;8;17;36;33
08/07/2019;8;0;9;26;51;23
08/07/2019;9;0;9;25;66;15
08/07/2019;10;0;7;20;73;13
08/07/2019;11;0;6;16;77;13
08/07/2019;12;0;6;13;84;11
08/07/2019;13;0;6;n/d;87;12
08/07/2019;14;0;5;n/d;88;14
08/07/2019;15;0;8;13;91;11
08/07/2019;16;0;8;13;90;12
08/07/2019;17;0;9;12;92;15
08/07/2019;18;0;8;13;94;14
08/07/2019;19;0;8;17;88;16
08/07/2019;20;0;10;16;86;16
08/07/2019;21;0;10;17;74;22
08/07/2019;22;0;9;17;72;21
08/07/2019;23;0;8;16;65;22
08/07/2019;24;0;7;12;64;20
09/07/2019;1;0;6;13;65;14
09/07/2019;2;0;5;11;64;11
09/07/2019;3;0;5;9;57;14
09/07/2019;4;0;3;7;52;17
09/07/2019;5;0;6;10;41;26
09/07/2019;6;0;7;12;32;37
09/07/2019;7;0;7;16;36;34
09/07/2019;8;0;7;20;42;30
09/07/2019;9;0;10;23;58;24
09/07/2019;10;0;7;19;67;20
09/07/2019;11;0;n/d;15;65;25
09/07/2019;12;0;n/d;13;71;24
09/07/2019;13;0;n/d;14;81;17
09/07/2019;14;0;n/d;14;82;17
09/07/2019;15;0;n/d;16;84;19
09/07/2019;16;0;n/d;10;85;18
09/07/2019;17;0;n/d;11;89;17
09/07/2019;18;0;n/d;11;89;17
09/07/2019;19;0;n/d;12;87;18
09/07/2019;20;0;n/d;15;83;20
09/07/2019;21;0;n/d;14;79;23
09/07/2019;22;0;n/d;15;77;30
09/07/2019;23;0;n/d;18;79;28
09/07/2019;24;0;n/d;17;82;23
10/07/2019;1;0;n/d;21;82;21
10/07/2019;2;0;n/d;25;80;22
10/07/2019;3;0;n/d;21;80;17
10/07/2019;4;0;n/d;21;64;25
10/07/2019;5;0;n/d;22;45;43
10/07/2019;6;0;n/d;27;41;51
10/07/2019;7;0;n/d;31;29;70
10/07/2019;8;0;n/d;37;41;68
10/07/2019;9;0;n/d;35;78;39
10/07/2019;10;0;n/d;30;88;28
10/07/2019;11;0;n/d;25;89;26
10/07/2019;12;0;n/d;28;90;23
10/07/2019;13;0;n/d;23;104;16
10/07/2019;14;0;10;21;112;16
10/07/2019;15;0;14;38;117;19
10/07/2019;16;0;11;22;116;23
10/07/2019;17;0;11;23;117;23
10/07/2019;18;0;11;20;112;25
10/07/2019;19;0;13;23;110;24
10/07/2019;20;0;11;22;106;28
10/07/2019;21;0;13;25;95;33
10/07/2019;22;0;14;27;61;65
10/07/2019;23;0;13;25;50;72
10/07/2019;24;0;13;23;67;45
11/07/2019;1;0;12;19;60;43
11/07/2019;2;0;12;21;57;43
11/07/2019;3;0;12;22;51;43
11/07/2019;4;0;11;20;55;37
11/07/2019;5;0;13;20;34;52
11/07/2019;6;0;16;29;7;83
11/07/2019;7;0;19;42;5;101
11/07/2019;8;0;21;58;16;102
11/07/2019;9;0;17;49;25;95
11/07/2019;10;0;13;38;49;74
11/07/2019;11;0;15;n/d;70;56
11/07/2019;12;0;14;n/d;104;29
11/07/2019;13;0;14;n/d;113;20
11/07/2019;14;0;11;27;113;21
11/07/2019;15;0;12;26;102;23
11/07/2019;16;0;13;28;95;28
11/07/2019;17;0;13;24;102;20
11/07/2019;18;0;14;24;90;35
11/07/2019;19;0;16;26;99;26
11/07/2019;20;0;18;29;95;28
11/07/2019;21;0;17;27;106;16
11/07/2019;22;0;14;23;106;16
11/07/2019;23;0;13;23;92;24
11/07/2019;24;0;11;19;95;22
12/07/2019;1;0;10;17;92;12
12/07/2019;2;0;9;14;77;9
12/07/2019;3;0;8;10;73;8
12/07/2019;4;0;7;9;61;9
12/07/2019;5;0;7;11;41;22
12/07/2019;6;0;7;15;26;32
12/07/2019;7;0;6;15;26;33
12/07/2019;8;0;8;18;27;35
12/07/2019;9;0;8;24;38;26
12/07/2019;10;0;7;19;48;22
12/07/2019;11;0;9;21;62;15
12/07/2019;12;0;9;20;69;12
12/07/2019;13;0;9;17;70;14
12/07/2019;14;0;7;15;71;11
12/07/2019;15;0;7;18;69;12
12/07/2019;16;0;7;21;64;10
12/07/2019;17;0;7;18;68;11
12/07/2019;18;0;9;11;66;12
12/07/2019;19;0;8;10;60;13
12/07/2019;20;0;8;14;68;12
12/07/2019;21;0;9;12;67;15
12/07/2019;22;0;8;11;63;16
12/07/2019;23;0;5;7;62;14
12/07/2019;24;0;7;8;64;13
13/07/2019;1;0;10;11;60;14
13/07/2019;2;0;10;9;60;13
13/07/2019;3;0;9;9;59;12
13/07/2019;4;0;8;12;57;11
13/07/2019;5;0;8;11;47;18
13/07/2019;6;0;10;15;40;25
13/07/2019;7;0;10;18;46;23
13/07/2019;8;0;12;21;54;15
13/07/2019;9;0;15;21;63;14
13/07/2019;10;0;13;16;73;10
13/07/2019;11;0;11;14;78;10
13/07/2019;12;0;10;14;83;9
13/07/2019;13;0;8;9;85;10
13/07/2019;14;0;9;11;82;8
13/07/2019;15;0;8;13;79;9
13/07/2019;16;0;7;12;80;9
13/07/2019;17;0;7;11;76;11
13/07/2019;18;0;6;8;72;12
13/07/2019;19;0;7;12;70;14
13/07/2019;20;0;9;14;67;14
13/07/2019;21;0;9;12;61;16
13/07/2019;22;0;12;15;58;16
13/07/2019;23;0;12;15;57;14
13/07/2019;24;0;9;12;57;14
14/07/2019;1;0;11;15;56;14
14/07/2019;2;0;10;13;57;14
14/07/2019;3;0;9;n/d;57;13
14/07/2019;4;0;8;n/d;55;12
14/07/2019;5;0;9;n/d;53;12
14/07/2019;6;0;8;n/d;51;12
14/07/2019;7;0;10;14;52;10
14/07/2019;8;0;11;15;56;7
14/07/2019;9;0;11;14;59;9
14/07/2019;10;0;13;15;62;8
14/07/2019;11;0;11;13;66;9
14/07/2019;12;0;9;10;65;9
14/07/2019;13;0;8;9;62;10
14/07/2019;14;0;8;9;65;10
14/07/2019;15;0;7;9;71;9
14/07/2019;16;0;9;14;72;8
14/07/2019;17;0;6;7;71;9
14/07/2019;18;0;6;8;68;9
14/07/2019;19;0;8;13;63;12
14/07/2019;20;0;7;11;60;13
14/07/2019;21;0;6;10;59;12
14/07/2019;22;0;7;9;54;14
14/07/2019;23;0;9;13;49;16
14/07/2019;24;0;10;15;47;15
15/07/2019;1;0;9;n/d;46;12
